Array Size;Time
500;111
600;134
700;166
800;198
900;224
1000;254
1100;284
1200;311
1300;341
1400;379
1500;422
1600;453
1700;482
1800;51
1900;541
2000;568
2100;6
2200;616
2300;647
2400;675
2500;706
2600;736
2700;88
2800;822
2900;86
3000;902
3100;979
3200;994
3300;1028
3400;1061
3500;1091
3600;1124
3700;1154
3800;1189
3900;1217
4000;1248
4100;1277
4200;1311
4300;1348
4400;1383
4500;1425
4600;145
4700;1485
4800;1522
4900;155
5000;1584
5100;1615
5200;1663
5300;1708
5400;1762
5500;1814
5600;1842
5700;1891
5800;1928
5900;1974
6000;2014
6100;2056
6200;2092
6300;2135
6400;2165
6500;2205
6600;225
6700;2274
6800;2271
6900;2333
7000;2384
7100;2481
7200;2441
7300;251
7400;2538
7500;2565
7600;2589
7700;2622
7800;2658
7900;269
8000;2744
8100;2761
8200;2804
8300;2833
8400;2873
8500;2904
8600;2937
8700;2974
8800;3015
8900;3049
9000;3096
9100;3122
9200;3165
9300;3198
9400;3232
9500;3271
9600;3299
9700;3342
9800;3377
9900;3406
10000;3442
10100;3482
10200;3516999999
10300;4627
10400;3611
10500;3645
10600;3625
10700;3714
10800;3727
10900;4155
11000;3906
11100;3951
11200;3995
11300;4028
11400;4002
11500;4051
11600;4083
11700;4241
11800;4275
11900;4332
12000;4364
12100;44
12200;4451
12300;4509
12400;4557
12500;4483
12600;4525
12700;4595
12800;4687
12900;4732
13000;4784
13100;4836
13200;4805
13300;4848
13400;4919
13500;4967
13600;5
13700;5035
13800;5104
13900;5058
14000;5089
14100;5191
14200;5229
14300;5274
14400;5263
14500;5237
14600;5404
14700;5417
14800;5473
14900;5487
15000;5544
15100;5579
15200;5607
15300;5641
15400;5683
15500;5729
15600;5776
15700;5754
15800;5852
15900;5878
16000;5953
16100;5954
16200;605
16300;5926
16400;6055
16500;608
16600;6126
16700;6085
16800;6186
16900;6209
17000;6289
17100;6322
17200;6285
17300;6407
17400;6327
17500;6477
17600;6526
17700;6533
17800;6527
17900;6715
18000;6704
18100;6738
18200;6769
18300;6662
18400;6861
18500;6883
18600;692
18700;6982
18800;7013
18900;7028
19000;7068
19100;7106
19200;7039
19300;7085
19400;7159
19500;7244
19600;7287
19700;7158
19800;7264
19900;7409
20000;7436
20100;7481
20200;7425
20300;757
20400;7595
20500;7624
20600;7617
20700;7629
20800;781
20900;7836
21000;7904
21100;796
21200;8029
21300;8071
21400;8136
21500;8186
21600;824
21700;8301
21800;8314
21900;8361
22000;8422
22100;8472
22200;8384
22300;8546
22400;8611
22500;8663
22600;8607
22700;8759
22800;8863
22900;8896
23000;878
23100;8956
23200;9017
23300;9293
23400;11676
23500;9476
23600;9208
23700;9246
23800;9297
23900;9352
24000;9321
24100;9533
24200;9473
24300;9551
24400;9599
24500;9631
24600;9728
24700;9719
24800;9683
24900;986
25000;9862
25100;9896
25200;10134
25300;10002
25400;10023
25500;9981
25600;10106
25700;10177
25800;10191
25900;10211
26000;10285
26100;10344
26200;10257
26300;10422
26400;10436
26500;1032899999
26600;10383
26700;10562
26800;10593
26900;10532
27000;10718
27100;10755
27200;10648
27300;10786
27400;10836
27500;10783
27600;10758
27700;10999
27800;11014
27900;11043
28000;11072
28100;11117
28200;11023
28300;11064
28400;11094
28500;11318
28600;11338
28700;11364
28800;11404
28900;11429
29000;115
29100;11525
29200;11568
29300;11517
29400;11479
29500;11716
29600;11763
29700;116
29800;1184
29900;11889
30000;11606
30100;11968
30200;11775
