Array Size;Time
500;86
600;105
700;128
800;15
900;171
1000;192
1100;212
1200;234
1300;256
1400;282
1500;307
1600;329
1700;353
1800;377
1900;449
2000;49
2100;46
2200;466
2300;49
2400;512
2500;534
2600;56
2700;592
2800;616
2900;645
3000;671
3100;696
3200;724
3300;75
3400;773
3500;812
3600;841
3700;863
3800;883
3900;911
4000;935
4100;958
4200;988
4300;1011
4400;1034
4500;1065
4600;1088
4700;1119
4800;1139
4900;1163
5000;1193
5100;1219
5200;1265
5300;1286
5400;1327
5500;1337
5600;1371
5700;1395
5800;1428
5900;1467
6000;1494
6100;1514
6200;1546
6300;157
6400;1598
6500;1624
6600;1648
6700;1671
6800;1706
6900;1732
7000;1762
7100;178
7200;1821
7300;1842
7400;1866
7500;1896
7600;1837
7700;1859
7800;1882
7900;1915
8000;1937
8100;2024
8200;2079
8300;2023
8400;2048
8500;214
8600;2185
8700;2215
8800;2255
8900;2283
9000;2305
9100;2336
9200;2364
9300;239
9400;2412
9500;2448
9600;2472
9700;2499
9800;2521
9900;2549
10000;2581
10100;2608
10200;2635
10300;2673
10400;2704
10500;2737
10600;2776
10700;281
10800;2847
10900;288
11000;2898
11100;2923
11200;2952
11300;2989
11400;3011
11500;3046
11600;3076
11700;3107
11800;3136
11900;3171
12000;3201
12100;3293
12200;3207
12300;3506
12400;3318
12500;3338
12600;3365
12700;3424
12800;3439
12900;3462
13000;349
13100;3522
13200;3579
13300;3507
13400;3527
13500;3559
13600;359
13700;4055
13800;3728
13900;3753
14000;3779
14100;3804
14200;3834
14300;3839
14400;383
14500;3857
14600;393
14700;3942
14800;4014
14900;4042
15000;4065
15100;4097
15200;4124
15300;4062
15400;4092
15500;4115
15600;4146
15700;4453
15800;4193
15900;4228
16000;426
16100;4326
16200;4407
16300;4435
16400;4468
16500;4502
16600;4544
16700;4491
16800;4523
16900;4552
17000;4596
17100;4674
17200;4704
17300;4753
17400;4769
17500;4907
17600;4759
17700;4804
17800;4851
17900;4925
18000;4949
18100;4982
18200;5015
18300;504
18400;497
18500;5049
18600;5073
18700;5158999999
18800;519
18900;5225
19000;5239
19100;551
19200;5284
19300;524
19400;5356
19500;5391999999
19600;5411
19700;5439
19800;524
19900;5391
20000;5374
20100;5531
20200;559
20300;5595
20400;5634
20500;5616
20600;5667
20700;5668
20800;5788
20900;5817
21000;5844
21100;5883
21200;5816
21300;5951
21400;598
21500;605
21600;6077
21700;6108
21800;612
21900;6112
22000;6157
22100;6255
22200;6275
22300;6323
22400;6326
22500;6327
22600;6403
22700;6436
22800;6467
22900;6507
23000;6468
23100;65
23200;6633
23300;6626
23400;6685
23500;6725
23600;6747
23700;6675
23800;6721
23900;6833
24000;6879
24100;6907
24200;6848
24300;6875
24400;6956
24500;7041
24600;7076
24700;7108
24800;7033999999
24900;7048
25000;7215
25100;7227
25200;7241
25300;7238
25400;7182
25500;7232
25600;7273
25700;7292
25800;7323
25900;7455
26000;7477
26100;7542
26200;7486
26300;7514
26400;7601
26500;7647
26600;7674
26700;7598
26800;7611
26900;7748
27000;7798
27100;7824
27200;7957
27300;7729
27400;7902
27500;7927
27600;7956
27700;7915
27800;7914
27900;8064
28000;8096
28100;8113
28200;8256
28300;8122
28400;8221
28500;8279
28600;8288
28700;8302
28800;8274
28900;8444
29000;8448
29100;8404
29200;8407
29300;8525
29400;8579
29500;8602
29600;8506
29700;8559
29800;8716
29900;8718
30000;8657
30100;8658
30200;8781
30300;8809
30400;8821
30500;8724
30600;8848
30700;8916
30800;8955
30900;8894
31000;8877
31100;9061
31200;9091
31300;9112
31400;9006
31500;9179
31600;924
31700;9266
31800;915
31900;9167
32000;9196
32100;9241
32200;9407
32300;9465
32400;9457
32500;9402
32600;9525
32700;9586
32800;9886
32900;9527
33000;9626
33100;9657
33200;9691
33300;9561
33400;9687
33500;978
33600;9807
33700;9566
33800;9832
33900;9905
34000;9873
34100;1011799999
34200;9953
34300;10029
34400;9891
34500;10041
34600;10149
34700;10252
34800;1013
34900;10153
35000;10345
35100;1039
35200;10378
35300;10555
35400;10449
35500;10368
35600;1059
35700;10529
35800;10564
35900;10621
36000;10579
36100;10671
36200;1068
36300;10455
36400;108
36500;10788
36600;10693
36700;10678
36800;1085
36900;1089
37000;1075399999
37100;10983
37200;10995
37300;11002
37400;10918
37500;11054
37600;11091
37700;11014
37800;10978
37900;1106
38000;11093
38100;11287
38200;11429
38300;11137
38400;11359
38500;11359
38600;11766
38700;11276
38800;11483
38900;1151
39000;11356
39100;11582
39200;11622
39300;11356
39400;11363
39500;11715
39600;11748
39700;11553
39800;11787
39900;11815
40000;11867
40100;11904
40200;1192
40300;1207799999
40400;11858
40500;11997
40600;11843
40700;11864
40800;12064
40900;12081
41000;12164
41100;12181
41200;12228
41300;121
41400;12204
41500;12362
41600;12375
41700;12391
41800;12428
41900;12348
42000;12681
42100;12575
42200;12483
42300;12612
42400;12664
42500;12668
42600;1259
42700;12775
42800;12787
42900;12674
43000;12953
43100;12934
43200;1279
43300;13068
43400;13105
43500;12962
43600;13178
43700;13158
43800;13073
43900;13122
44000;13118
44100;13375
44200;13424
44300;13257
44400;13498
44500;1361299999
44600;13413
44700;13545
44800;13461
44900;13436
45000;13674
45100;13532
45200;13666
45300;13776
45400;14168
45500;13838
45600;1387899999
