Array Size;Time
500;131
600;177
700;231
800;292
900;237
1000;28
1100;327
1200;378
1300;432
1400;489
1500;551
1600;628
1700;475
1800;518
1900;564
2000;611
2100;66
2200;712
2300;763
2400;82
2500;874
2600;932
2700;993
2800;1056
2900;1118
3000;1183
3100;1249
3200;1319
3300;972
3400;1017
3500;106
3600;106
3700;1107
3800;1181
3900;1198
4000;1268
4100;1552
4200;1382
4300;1397
4400;1487
4500;1499
4600;1565
4700;1604
4800;1663
4900;178
5000;1845
5100;1904
5200;1962
5300;203
5400;2089
5500;2149
5600;2214
5700;2285
5800;2346
5900;2381
6000;2436
6100;2503
6200;2663
6300;2647
6400;2704
6500;2153
6600;2073
6700;2119
6800;2166
6900;2216
7000;2265
7100;2308
7200;2347
7300;24
7400;2453
7500;2448
7600;2493
7700;2546
7800;2694
7900;2739
8000;2698
8100;276
8200;2854
8300;2911
8400;2966
8500;3016
8600;3074
8700;3127
8800;3178
8900;3179
9000;3236
9100;3392
9200;3387
9300;3397
9400;352
9500;3593
9600;3649
9700;37
9800;3764
9900;3835
10000;3876
10100;3936
10200;4011
10300;4078
10400;4141
10500;4194
10600;4264
10700;4311
10800;438
10900;4377
11000;4488
11100;4535
11200;4645
11300;4703
11400;4777
11500;4842
11600;4902
11700;4945
11800;5002
11900;5063
12000;5147
12100;5264
12200;533
12300;5391999999
12400;5468
12500;5435
12600;5503
12700;5845
12800;5751
12900;519
13000;4633
13100;4336
13200;434
13300;4395
13400;4433
13500;4481
13600;4577
13700;4625
13800;4671
13900;4728
14000;4766999999
14100;4772
14200;4771
14300;4887
14400;5084
14500;5033
14600;5098
14700;5125
14800;5174
14900;5231
15000;5174
15100;5213
15200;5571
15300;5444
15400;5487
15500;5535
15600;5593
15700;5649
15800;5696
15900;5771
16000;576
16100;5791
16200;5873
16300;5975
16400;6018
16500;6078
16600;6169
16700;6113
16800;6151
16900;6316
17000;636
17100;6438
17200;6502
17300;6557
17400;6598
17500;6634
17600;6697
17700;676
17800;6818
17900;6801
18000;6828
18100;7004
18200;7112
18300;7129
18400;7278
18500;714
18600;7202
18700;7352
18800;7409
18900;7414
19000;7524
19100;7511
19200;7703
19300;7734
19400;7782
19500;8772
19600;7853
19700;7994
19800;8041
19900;8123
20000;818
20100;8227
20200;8306
20300;8356
20400;8259
20500;874
20600;8519
20700;8593
20800;8646
20900;8581
21000;8656
21100;884
21200;8911
21300;8878
21400;8936
21500;9108
21600;9176
21700;9202
21800;9164
21900;9364
22000;9448
22100;9505
22200;9574
22300;9655
22400;9728
22500;9777
22600;9732
22700;10309
22800;9987
22900;10074
23000;9979
23100;10239
23200;10269
23300;10349
23400;10406
23500;10482
23600;10569
23700;10498
23800;10539
23900;10792
24000;10836
24100;10911
24200;10974
24300;10923
24400;10982
24500;1121
24600;11333
24700;11167
24800;114
24900;11467
25000;11413
25100;11482
25200;11703
25300;11755
25400;11711
25500;11939
25600;12044
25700;11505
25800;10905
25900;10336
26000;9781
26100;9121
26200;9207
26300;9284
26400;9261
26500;9398
26600;9414
26700;949
26800;9521
26900;9389
27000;9358
