Array Size;Time
500;6
600;7
700;9
800;1
900;11
1000;13
1100;38
1200;15
1300;57
1400;41
1500;18
1600;19
1700;2
1800;21
1900;66
2000;25
2100;26
2200;28
2300;29
2400;3
2500;132
2600;6
2700;33
2800;34
2900;35
3000;36
3100;37
3200;46
3300;4
3400;41
3500;42
3600;43
3700;104
3800;146
3900;48
4000;89
4100;52
4200;202
4300;54
4400;138
4500;231
4600;73
4700;27
4800;258
4900;145
5000;264
5100;79
5200;335
5300;98
5400;366
5500;69
5600;8
5700;9
5800;73
5900;255
6000;176
6100;14
6200;474
6300;238
6400;96
6500;83
6600;401
6700;293
6800;182
6900;83
7000;84
7100;85
7200;485
7300;424
7400;494
7500;428
7600;91
7700;404
7800;335
7900;318
8000;116
8100;108
8200;284
8300;41
8400;541
8500;589
8600;462
8700;415
8800;317
8900;687
9000;709
9100;714
9200;251
9300;666
9400;277
9500;461
9600;786
9700;387
9800;405
9900;129
10000;401
10100;77
10200;664
10300;549
10400;655
10500;708
10600;816
10700;456
10800;139
10900;871
11000;49
11100;454
11200;233
11300;774
11400;198
11500;948
11600;539
11700;74
11800;612
11900;702
12000;815
12100;735
12200;306
12300;597
12400;834
12500;561
12600;541
12700;943
12800;503
12900;742
13000;988
13100;86
13200;453
13300;965
13400;166
13500;849
13600;691
13700;717
13800;1296
13900;666
14000;72
14100;86
14200;537
14300;766
14400;319
14500;89
14600;1061
14700;825
14800;555
14900;966
15000;825
15100;1067
15200;411
15300;1006
15400;1193
15500;1082
15600;1049
15700;1158
15800;621
15900;1072
16000;799
16100;1058
16200;468
16300;704
16400;1494
16500;802
16600;1272
16700;722
16800;1384
16900;71
17000;1022
17100;1392
17200;142
17300;62
17400;618
17500;1386
17600;425
17700;1054
17800;1536
17900;1159
18000;1298
18100;239
18200;746
18300;1237
18400;1683
18500;261
18600;1267
18700;151
18800;143
18900;689
19000;1601
19100;105
19200;1656
19300;705
19400;1589
19500;1459
19600;1464
19700;1295
19800;1781
19900;1648
20000;1268
20100;1479
20200;1461
20300;1708
20400;15
20500;924
20600;1733
20700;1935
20800;1252
20900;1587
21000;1723
21100;823
21200;1809
21300;556
21400;137
21500;1603
21600;1336
21700;1543
21800;1588
21900;1007
22000;1626
22100;1435
22200;115
22300;1297
22400;1581
22500;1555
22600;1196
22700;1842
22800;2076
22900;2456
23000;1437
23100;1796
23200;2382
23300;2055
23400;1957
23500;1682
23600;1537
23700;1961
23800;1038
23900;1515
24000;345
24100;1699
24200;1379
24300;1427
24400;2339
24500;1892
24600;1866
24700;1796
24800;1952
24900;2145
25000;1509
25100;2429
25200;2192
25300;1477
25400;2118
25500;11
25600;22
25700;1878
25800;156
25900;2215
26000;1769
26100;1269
26200;1541
26300;1907
26400;1933
26500;2192
26600;254
26700;179
26800;1868
26900;2447
27000;2135
27100;1877
27200;2096
27300;1936
27400;2245
27500;2257
27600;2216
27700;2437
27800;1983
27900;2105
28000;2364
28100;2739
28200;2701
28300;357
28400;2734
28500;2758
28600;2661
28700;2339
28800;2374
28900;2092
29000;1774
29100;2292
29200;1992
29300;2994
29400;1805
29500;1974
29600;2196
29700;2378
29800;2943
29900;1929
30000;2043
30100;2744
30200;2302
30300;3125
30400;2218
30500;1032
30600;306
30700;2334
30800;2633
30900;2162
31000;1858
31100;1412
31200;3324
31300;2677
31400;3186
31500;2322
31600;237
31700;3083
31800;3133
31900;2341
32000;3111
32100;253
32200;3041
32300;2539
32400;2896
32500;2589
32600;248
32700;2496
32800;2207
32900;2373
33000;2721
33100;2782
33200;2819
33300;2841
33400;1728
33500;2325
33600;3081
33700;2707
33800;2861
33900;271
34000;2461
34100;3559
34200;3098
34300;2708
34400;2829
34500;2951
34600;3206
34700;3098
34800;35
34900;3411
35000;3173
35100;3108
35200;2205
35300;3008
35400;2851
35500;3171
35600;3505
35700;362
35800;2135
35900;295
36000;2254
36100;2056
36200;2578
36300;3113
36400;3557
36500;3973
36600;1952
36700;3554
36800;2799
36900;359
37000;2135
37100;269
37200;3283
37300;2508
37400;3306
37500;2808
37600;3484
37700;2973
37800;3861
37900;3716
38000;3268
38100;3318
38200;2799
38300;2785
38400;329
38500;4007
38600;3147
38700;1204
38800;3385
38900;2901
39000;3896
39100;2942
39200;3791
39300;3757
39400;2791
39500;3633
39600;3426
39700;3641
39800;3692
39900;3231
40000;4316
40100;276
40200;4195
40300;3136
40400;3574
40500;3464
40600;3865
40700;3979
40800;4038
40900;3273
41000;3685
41100;3883
41200;4489
41300;1941
41400;3934
41500;3293
41600;3411
41700;3703
41800;3306
41900;4137
42000;399
42100;2272
42200;3943
42300;4129
42400;3787
42500;4024
42600;3475
42700;3329
42800;3951
42900;4553
43000;3704
43100;2524
43200;422
43300;3781
43400;3878
43500;3481
43600;4633
43700;4325
43800;4777
43900;3735
44000;4145
44100;465
44200;3468
44300;4733
44400;3891
44500;4422
44600;3847
44700;4615
44800;4293
44900;4376
45000;3629
45100;4766999999
45200;4319
45300;3566
45400;4556
45500;4628
45600;4257
45700;4502
45800;3986
45900;3313
46000;3561
46100;4788
46200;4361
46300;4582
46400;4529
46500;4718
46600;4064
46700;797
46800;3353
46900;4757
47000;4761
47100;3925
47200;4598
47300;4317
47400;3838
47500;5053
47600;4901
47700;3012
47800;533
47900;4287
48000;5078
48100;5245
48200;3526
48300;3508
48400;4279
48500;4178
48600;4801
48700;509
48800;3754
48900;4339
49000;5156
49100;4896
49200;3171
49300;495
49400;4969
49500;4083
49600;4424
49700;5243
49800;431
49900;4409
50000;4359
50100;455
50200;4346
50300;5233
50400;5374
50500;5647
50600;3761
50700;5004
50800;4806
50900;5109
51000;3968
51100;4897
51200;5091
51300;4452
51400;5323
51500;5309
51600;5087
51700;5283
51800;5613
51900;536
52000;456
52100;5095
52200;4822
52300;4561
52400;5105
52500;4734
52600;4959
52700;4872
52800;4501
52900;4881
53000;4824
53100;464
53200;5195
53300;4647
53400;5245
53500;5507
53600;4808
53700;5522
53800;4233
53900;4605
54000;4828
54100;5783999999
54200;4298
54300;4704
54400;5268
54500;4756
54600;5945
54700;5261
54800;4937
54900;5614
55000;5586
55100;4443
55200;5496
55300;5813
55400;5993
55500;5811
55600;6081
55700;4913
55800;5881
55900;4853
56000;5866
56100;5666
56200;5254
56300;523
56400;458
56500;6463
56600;5201
56700;6103
56800;5226
56900;6394
57000;5795
57100;5311
57200;5778
57300;6331
57400;6206
57500;4841
57600;6033
57700;5647
57800;5603
57900;6119
58000;484
58100;6012
58200;5151
58300;6003
58400;5656
58500;6129
58600;6467
58700;652
58800;5628
58900;5761
59000;5675
59100;6468
59200;6089
59300;5641
59400;6181
59500;6588
59600;4771
59700;4509
59800;5358
59900;4804
60000;4555
60100;5642
60200;6201
60300;6821
60400;6596
60500;5822
60600;5892
60700;6335
60800;585
60900;4553
61000;5819
61100;5162
61200;6129
61300;5972
61400;6847
61500;6788
61600;6676
61700;648
61800;7329
61900;7263
62000;6638
62100;7074
62200;6371999999
62300;6561
62400;6864
62500;7031
62600;6407
62700;5611
62800;5919
62900;6517
63000;4943
63100;5176
63200;662
63300;6656
63400;7153
63500;7088
63600;6034
63700;7133
63800;7223
63900;5034
64000;712
64100;5891
64200;5144
64300;583
64400;6177
64500;7113
64600;5676
64700;7242
64800;6554
64900;6654
65000;7546
65100;6165
65200;6907
65300;7123
65400;7109
65500;66
65600;719
65700;6552
65800;6834
65900;5773
66000;6686
66100;7233
66200;6577
66300;7057
66400;6268
66500;6792
66600;7385
66700;7709
66800;6846
66900;7084
67000;5772
67100;6869
67200;7139
67300;6674
67400;737
67500;703
67600;7316
67700;7992
67800;692
67900;6337
68000;706
68100;6537
68200;7502
68300;6194
68400;8336
68500;7127
68600;6439
68700;771
68800;7764
68900;7256
69000;8083
69100;6726
69200;7506
69300;7162
69400;7361
69500;7364
69600;7549
69700;655
69800;6786
69900;6369
70000;7456
70100;7668
70200;745
70300;7271
70400;8267
70500;7792
70600;715
70700;7374
70800;6931
70900;7444
71000;758
71100;7075
71200;8308
71300;792
71400;7666
71500;8377
71600;8533
71700;89
71800;8001
71900;534
72000;8392
72100;6622
72200;8178
72300;738
72400;8488
72500;7968
72600;8483
72700;8013
72800;7181
72900;7584
73000;8325
73100;7036
73200;8009
73300;8293
73400;7218
73500;7764
73600;7824
73700;7793
73800;8149
73900;7361
74000;8691
74100;7617
74200;7398
74300;7905
74400;851
74500;7517
74600;8003
74700;6798
74800;6946
74900;811
75000;88
75100;7861
75200;7048
75300;7749
75400;7981
75500;7784
75600;8237
75700;8077
75800;8284
75900;8372
76000;7164
76100;8526
76200;7362
76300;8719
76400;9046
76500;8815
76600;7918
76700;6293
76800;8833
76900;7423
77000;8545
77100;9111
77200;765
77300;8301
77400;8028
77500;8369
77600;8288
77700;777
77800;8434
77900;8177
