Array Size;Time
500;136
600;129
700;136
800;161
900;188
1000;218
1100;249
1200;282
1300;301
1400;299
1500;326
1600;354
1700;382
1800;412
1900;442
2000;475
2100;507
2200;54
2300;576
2400;611
2500;648
2600;656
2700;625
2800;654
2900;683
3000;714
3100;74
3200;773
3300;803
3400;816
3500;847
3600;879
3700;911
3800;942
3900;972
4000;1006
4100;1038
4200;1071
4300;1108
4400;1145
4500;1181
4600;1214
4700;1251
4800;1323
4900;1481
5000;1405
5100;1431
5200;1408
5300;1368
5400;1347
5500;1377
5600;141
5700;1438
5800;1474
5900;1501
6000;1536
6100;1564
6200;1597
6300;1627
6400;305
6500;1801
6600;1691
6700;1722
6800;1754
6900;1786
7000;1815
7100;1851
7200;1958
7300;1954
7400;1991
7500;2025
7600;206
7700;2099
7800;2138
7900;2173
8000;2205
8100;2244
8200;2281
8300;2319
8400;2356
8500;2395
8600;243
8700;2466
8800;2502
8900;2536
9000;2583
9100;2618
9200;2663
9300;2697
9400;2732
9500;2775
9600;2823
9700;2907
9800;2839
9900;2876
10000;2915
10100;2953
10200;3003
10300;3039
10400;3029
10500;2928
10600;2894
10700;2863
10800;2861
10900;2891999999
11000;2974
11100;302
11200;3057
11300;3083
11400;3112
11500;3151
11600;3174
11700;3397
11800;3738
11900;3212
12000;3246
12100;3243
12200;3361
12300;3406
12400;3436
12500;3468
12600;35
12700;3537
12800;3518
12900;3602
13000;3562
13100;3638
13200;363
13300;373
13400;3778
13500;3805
13600;3855
13700;389
13800;3911
13900;4053
14000;3902
14100;3943
14200;3975
14300;4101
14400;4127
14500;4172
14600;4211
14700;4242
14800;4196
14900;4415
15000;4307
15100;4346
15200;4415
15300;4465
15400;4502
15500;4556
15600;4573
15700;459
15800;4657
15900;4637
16000;4693
16100;4771
16200;4795
16300;4839
16400;4877
16500;4866
16600;4991
16700;5146
16800;5002
16900;5079
17000;5119
17100;5152
17200;5223
17300;5254
17400;5284
17500;5315
17600;5366
17700;5407
17800;5439
17900;5471
18000;5431
18100;5466
18200;5814
18300;5589
18400;5666
18500;5719
18600;576
18700;5721
18800;575
18900;6055
19000;5914
19100;5965
19200;5993
19300;6021
19400;5983
19500;6041
19600;6204
19700;6206
19800;625
19900;6289
20000;6231
20100;6253
20200;6355
20300;6459
20400;652
20500;6537
20600;6505
20700;6475
20800;643
20900;6424
21000;6394
21100;6358
21200;6238
21300;6212
21400;6186
21500;626
21600;6245
21700;6265
21800;6274
21900;6259
22000;6287
22100;6408999999
22200;6347
22300;6396
22400;6488
22500;6588
22600;6585
22700;6636
22800;6595
22900;6575
23000;6713
23100;6788
23200;6823
23300;6861
23400;68
23500;6826
23600;6994
23700;6978
23800;702
23900;7163
24000;6902
24100;6946
24200;7139
24300;7188
24400;7204
24500;7146
24600;717
24700;7316
24800;7352
24900;7385
25000;7298
25100;7414
25200;7426
25300;7548
25400;7574
25500;7512
25600;7538
25700;7581
25800;7713
25900;776
26000;7708
26100;7768
26200;7761
26300;7905
26400;7933
26500;7977
26600;7929
26700;7983
26800;8095
26900;8186
27000;8068
27100;8072
27200;8147
27300;828
27400;8384
27500;8309
27600;8361
27700;8454
27800;8504
27900;8527
28000;842
28100;8933
28200;8652
28300;8685
28400;8626
28500;8601
28600;8785
28700;883
28800;8874
28900;8752
29000;8862
29100;8962
29200;9018
29300;891
29400;8975
29500;9118
29600;9119
29700;9136
29800;9058
29900;9161
30000;914
30100;9237
30200;9379
30300;9405
30400;9417
30500;9322
30600;951
30700;9555
30800;10136
30900;9468
31000;9664
31100;9709
31200;9766999999
31300;9778
31400;9823
31500;9859
31600;9867
31700;9819
31800;1001
31900;10036
32000;984
32100;9766
32200;1016
32300;10183
32400;10078
32500;10135
32600;1031
32700;1035
32800;10271
32900;10348
33000;10492
33100;10489
33200;10432
33300;10534
33400;10656
33500;10583
33600;10784
33700;10747
33800;10807
33900;10714
34000;10973
34100;10912
34200;1096499999
34300;10831
34400;11026
34500;11103
34600;11008
34700;11028
34800;11207
34900;11234
35000;11143
35100;11331
35200;11388
35300;11285
35400;11304
35500;1129
35600;11405
35700;11584
35800;11605
35900;1151
36000;11712
36100;11751
36200;11641
36300;11706
36400;11899
36500;12267
36600;11846
36700;11994
36800;12036
36900;11911
37000;12145
37100;12183
37200;11873
37300;12241
37400;12304
37500;12057
37600;12366
37700;12496
37800;12439
37900;12468
38000;12636
38100;12617
38200;12514
38300;12728
38400;12627
38500;12701
38600;12868
38700;12777
38800;12781
38900;12995
39000;13049
39100;12912
39200;13114
39300;13108
39400;13045
39500;13352
39600;13314
39700;13361
39800;13237
39900;13331
40000;135
40100;13223
40200;13537
40300;13563
40400;13474
40500;13663
40600;13715
40700;13587
40800;13803
40900;13863
41000;13725
41100;13826
41200;13798
41300;13621
41400;13747
41500;13679
41600;13479
41700;1364
41800;13426
41900;1357
42000;13532
42100;13401
42200;13495
42300;1347
42400;13254
42500;13395
42600;13359
42700;1313599999
42800;13358
42900;1329
43000;13062
43100;13284
43200;13331
43300;13176
43400;1339
43500;13419
43600;13301
43700;13474
43800;13514
43900;13409
44000;13556
44100;13636
44200;13663
44300;13683
44400;13539
44500;13767
44600;13816
44700;13528
44800;13888
44900;13856
45000;1393099999
45100;14015
45200;14135
45300;1406
45400;1412
45500;14214
45600;14226
45700;14155
45800;14129
45900;143
46000;1416
46100;14297
46200;14472
46300;14296
46400;14531
46500;14651
46600;14584
46700;14617
46800;14646
46900;14685
47000;14714
47100;14561
47200;14759
47300;14786
47400;14617
47500;14884
47600;14783
47700;14755
