Array Size;Time
500;102
600;128
700;153
800;179
900;205
1000;232
1100;261
1200;291
1300;318
1400;346
1500;374
1600;402
1700;436
1800;463
1900;484
2000;51
2100;543
2200;606
2300;604
2400;638
2500;666
2600;696
2700;728
2800;76
2900;805
3000;836
3100;869
3200;898
3300;1003
3400;966
3500;995
3600;1028
3700;1057
3800;1091
3900;1079
4000;1111
4100;1141
4200;1412
4300;1209
4400;1238
4500;1279
4600;1307
4700;1396
4800;1439
4900;1472
5000;1503
5100;1543
5200;1579
5300;1609
5400;1606
5500;1641
5600;1672
5700;1953
5800;1743
5900;1772
6000;1818
6100;1876
6200;1914
6300;1948
6400;1984
6500;202
6600;2057
6700;2043
6800;2073
6900;211
7000;2366
7100;2182
7200;2216
7300;2293
7400;2329
7500;2362
7600;2402
7700;2439
7800;2472
7900;2454
8000;249
8100;2531
8200;2609
8300;2628
8400;2691
8500;2727
8600;276
8700;2795
8800;2838
8900;2871
9000;2897
9100;2948
9200;2985
9300;3022
9400;3052
9500;309
9600;3117
9700;3165
9800;3194
9900;3174
10000;3216
10100;3465
10200;3302
10300;3408
10400;3449
10500;3482
10600;3513
10700;3466
10800;3509
10900;3557
11000;3802
11100;3721
11200;3775
11300;3771
11400;3804
11500;3845
11600;3869
11700;3912
11800;3962
11900;3984
12000;4018
12100;4068
12200;4092
12300;4094
12400;4077
12500;4161
12600;425
12700;4272
12800;4311
12900;4358
13000;4399
13100;4424
13200;4469
13300;4503
13400;4536
13500;4577
13600;4599
13700;4633
13800;4684
13900;472
14000;477
14100;475
14200;4777
14300;4835
14400;4906
14500;4951
14600;4984
14700;52
14800;4959
14900;5045
15000;5136
15100;5171
15200;5213
15300;5219
15400;5347
15500;5257
15600;5337
15700;5423
15800;5454
15900;5477
16000;595
16100;5411
16200;5502
16300;5664
16400;5703
16500;5607
16600;5855
16700;5604
16800;5847
16900;5889
17000;5926
17100;5896
17200;603
17300;5979
17400;6077
17500;6121
17600;6174
17700;6126
17800;6182
17900;6266
18000;6307
18100;636
18200;6312
18300;6531
18400;6417
18500;652
18600;6563
18700;6554
18800;6628
18900;6679
19000;6731
19100;6785
19200;664
19300;6634
19400;6832
19500;6911
19600;6946
19700;6937
19800;6869
19900;7234
20000;7105
20100;7153
20200;7089
20300;7128
20400;7277
20500;7321
20600;7347
20700;7401
20800;7447
20900;7371
21000;7395
21100;7543
21200;7612
21300;7641
21400;7577
21500;7623
21600;778
21700;781
21800;7787
21900;7792
22000;7903
