Array Size;Time
500;7
600;8
700;11
800;13
900;14
1000;15
1100;16
1200;17
1300;19
1400;22
1500;24
1600;68
1700;27
1800;114
1900;29
2000;3
2100;12
2200;78
2300;7
2400;107
2500;35
2600;39
2700;44
2800;131
2900;6
3000;52
3100;52
3200;187
3300;55
3400;56
3500;57
3600;115
3700;224
3800;59
3900;6
4000;61
4100;61
4200;64
4300;205
4400;191
4500;66
4600;122
4700;68
4800;69
4900;218
5000;326
5100;211
5200;112
5300;361
5400;313
5500;221
5600;188
5700;192
5800;135
5900;121
6000;96
6100;98
6200;128
6300;418
6400;336
6500;501
6600;526
6700;526
6800;112
6900;469
7000;112
7100;116
7200;262
7300;488
7400;493
7500;402
7600;493
7700;55
7800;122
7900;265
8000;386
8100;187
8200;617
8300;258
8400;128
8500;318
8600;531
8700;342
8800;566
8900;602
9000;135
9100;136
9200;506
9300;344
9400;349
9500;506
9600;474
9700;852
9800;467
9900;145
10000;739
10100;256
10200;45
10300;462
10400;722
10500;211
10600;834
10700;564
10800;437
10900;372
11000;597
11100;254
11200;175
11300;637
11400;504
11500;658
11600;668
11700;612
11800;437
11900;242
12000;93
12100;502
12200;904
12300;998
12400;551
12500;764
12600;632
12700;1117
12800;213
12900;424
13000;11
13100;1117
13200;774
13300;852
13400;598
13500;964
13600;545
13700;1052
13800;1103
13900;64
14000;812
14100;994
14200;815
14300;933
14400;665
14500;235
14600;424
14700;1099
14800;1133
14900;1213
15000;1076
15100;239
15200;866
15300;104
15400;1198
15500;49
15600;128
15700;867
15800;1012
15900;1459
16000;1243
16100;989
16200;447
16300;1015
16400;1064
16500;1358
16600;1346
16700;1316
16800;787
16900;415
17000;1555
17100;1243
17200;969
17300;1301
17400;1508
17500;264
17600;1272
17700;991
17800;847
17900;114
18000;1427
18100;1256
18200;1855
18300;1331
18400;911
18500;1453
18600;276
18700;1466
18800;1134
18900;129
19000;1473
19100;1348
19200;1344
19300;727
19400;607
19500;161
19600;1372
19700;1032
19800;1333
19900;1548
20000;842
20100;157
20200;144
20300;1619
20400;1887
20500;1147
20600;1127
20700;1066
20800;947
20900;938
21000;1426
21100;1892
21200;1332
21300;1264
21400;726
21500;1518
21600;1473
21700;1989
21800;1818
21900;1851
22000;1612
22100;193
22200;1791
22300;1602
22400;824
22500;1889
22600;1855
22700;1521
22800;1979
22900;1607
23000;2024
23100;1872
23200;2049
23300;1921
23400;2155
23500;189
23600;1717
23700;1851
23800;1834
23900;2276
24000;1805
24100;1304
24200;1797
24300;2793
24400;2473
24500;1581
24600;1973
24700;2211
24800;2323
24900;2274
25000;1978
25100;233
25200;1299
25300;1921
25400;1984
25500;1793
25600;1669
25700;2161
25800;1899
25900;245
26000;204
26100;2622
26200;2343
26300;2416
26400;2545
26500;2184
26600;2587
26700;1812
26800;2163
26900;2512
27000;2127
27100;2443
27200;2392
27300;1696
27400;1971
27500;2178
27600;2326
27700;2202
27800;2554
27900;1641
28000;2596
28100;2343
28200;2634
28300;2406
28400;2575
28500;2848
28600;2423
28700;2449
28800;2618
28900;1786
29000;2321
29100;2021
29200;2086
29300;2539
29400;2165
29500;2547
29600;2566
29700;2788
29800;2741
29900;189
30000;2854
30100;2798
30200;301
30300;2426
30400;2345
30500;2324
30600;2253
30700;3144
30800;2512
30900;2487
31000;2328
31100;2732
31200;2833
31300;2553
31400;2888
31500;3039
31600;2303
31700;3101
31800;2818
31900;2462999999
32000;2916
32100;2514
32200;2881
32300;3272
32400;2749
32500;2291
32600;28
32700;3238
32800;3193
32900;2698
33000;2852
33100;3469
33200;3591
33300;235
33400;2603
33500;3137
33600;2231
33700;2707
33800;193
33900;3516999999
34000;3503
34100;3087999999
34200;2954
34300;2805
34400;2699
34500;2417
34600;2339
34700;325
34800;2231
34900;2747
35000;286
35100;3155
35200;2679
35300;3212
35400;3375
35500;3607
35600;3035
35700;2202
35800;3287
35900;2926
36000;309
36100;3255
36200;293
36300;2995
36400;3527
36500;347
36600;2599
36700;3516999999
36800;3702
36900;3464
37000;3989
37100;3701
37200;4019
37300;3533
37400;3577
37500;3301
37600;3172
37700;3268
37800;3775
37900;3866
38000;381
38100;3206
38200;3285
38300;3796
38400;3381
38500;4134
38600;3619
38700;3727
38800;2477
38900;3742
39000;3883
39100;3955
39200;5014
39300;3737
39400;2894
39500;3879
39600;3858
39700;3971
39800;426
39900;4021
40000;3732
40100;4252
40200;3346
40300;3152
40400;3426
40500;3107
40600;4144
40700;3876
40800;4666
40900;3941
41000;3469
41100;3914
41200;4054
41300;3839
41400;3682
41500;3977
41600;4183
41700;4422
41800;2962
41900;4570999999
42000;3788
42100;4097
42200;4055
42300;3908
42400;4672
42500;4863
42600;275
42700;4318
42800;2783
42900;2894
43000;3669
43100;4151
43200;4461
43300;425
43400;3799
43500;4768
43600;4353
43700;4103
43800;3976
43900;3855
44000;4232
44100;4011
44200;4029
44300;3831
44400;5398
44500;4453
44600;2489
44700;4469
44800;445
44900;4166
45000;4995
45100;2785
45200;5526
45300;4583
45400;395
45500;5241
45600;4025
45700;4074
45800;4373
45900;4903
46000;432
46100;5078
46200;4668
46300;4765
46400;3978
46500;4505
46600;4657
46700;4265
46800;5405
46900;4526
47000;5015
47100;5476
47200;4752
47300;4657
47400;4663
47500;4817
47600;5109
47700;4593
47800;4696
47900;4053
48000;4854
48100;3975
48200;5485
48300;4345
48400;3588
48500;5733
48600;4828
48700;4964
48800;5172
48900;4683
49000;3999
49100;5411
49200;53
49300;5008
49400;4505
49500;5017
49600;4673
49700;5288
49800;5878
49900;4551
50000;5191
50100;5155
50200;4199
50300;5255
50400;5484
50500;5459
50600;4944
50700;4570999999
50800;5552
50900;4714
51000;5357
51100;5123
51200;4673
51300;5227
51400;4856
51500;5874
51600;5088
51700;5351
51800;5399
51900;5145
52000;458
52100;5595
52200;4537
52300;4924
52400;503
52500;5151
52600;5354999999
52700;5313
52800;5434
52900;587
53000;5427
53100;4807
53200;5672
53300;4678
53400;5544
53500;4882
53600;4981
53700;4045
53800;5469
53900;5769
54000;5847
54100;4901
54200;4806
54300;581
54400;5905
54500;4414
54600;4789
54700;5358
54800;547
54900;5625
55000;5251
55100;5853
55200;6106
55300;5646
