Size;Time
63200;17173800
63300;17100400
63400;16675200
63500;17012700
63600;16558000
63700;16476700
63800;16481700
63900;16957600
64000;16616500
64100;17225900
64200;17384700
64300;16981200
64400;16758100
64500;17220700
64600;17464500
64700;17282500
64800;17620700
64900;16874800
65000;17044100
65100;16856700
65200;16770300
65300;17189400
65400;17730700
65500;17298400
65600;17757900
65700;17705700
65800;17412400
65900;17586700
66000;17359200
66100;17127400
66200;17760500
66300;17572600
66400;17899800
66500;17147300
66600;17829400
66700;18554600
66800;19416100
66900;19077900
67000;18184700
67100;18718300
67200;17910500
67300;18071400
67400;17851800
67500;17524200
67600;18725700
67700;18932500
67800;17745800
67900;18431500
68000;18078200
68100;18055900
68200;17783800
68300;18306100
68400;17557300
68500;18271800
68600;17999300
68700;18452800
68800;18075300
68900;18466200
69000;18417500
69100;18742100
69200;18072300
69300;18089400
69400;18256500
69500;18039500
69600;18570500
69700;18670100
69800;18143000
69900;18124700
70000;18856500
70100;18324600
70200;18389900
70300;18556500
70400;19308400
70500;18627500
70600;18922700
70700;19010000
70800;18926000
70900;18616400
71000;18427900
71100;18766400
71200;19377400
71300;18992000
71400;19274700
71500;18979400
71600;18960200
71700;18547500
71800;19731200
71900;18837200
72000;19565300
72100;19607600
72200;19359100
72300;18955300
72400;19309900
72500;19015500
72600;19416400
72700;19146300
72800;19400400
72900;19233100
73000;19356900
73100;19128900
73200;19480900
73300;19523800
73400;19474400
73500;19966000
73600;19552600
73700;19302300
73800;19859000
73900;19386800
74000;19961800
74100;19615700
74200;20159500
74300;19654200
74400;19339800
74500;19687100
74600;19196700
74700;20642900
74800;20074700
74900;20007600
75000;19794100
75100;22496200
75200;20628600
75300;20071700
75400;19542900
75500;19729800
75600;19960100
75700;20103600
75800;20146900
75900;19679000
76000;19475500
76100;21012400
76200;20096800
76300;20239500
76400;20590200
76500;20231500
76600;20837500
76700;20183400
76800;20576900
76900;20609000
77000;20680300
77100;20223500
77200;20529000
77300;20358900
77400;20421900
77500;20457600
77600;20493000
77700;20373700
77800;20894600
77900;20522800
78000;21212900
78100;20861400
78200;20466400
78300;21204500
78400;20751000
78500;20634200
78600;20586200
78700;20454300
78800;20922200
78900;21297400
79000;20546000
79100;21156800
79200;21035600
79300;20944500
79400;20970100
79500;21545900
79600;21384700
79700;20864500
79800;21165600
79900;20991000
80000;21355600
80100;21098300
80200;21250700
80300;21419400
80400;21458600
80500;21567200
80600;22293300
80700;21319000
80800;22408300
80900;22211900
81000;22159200
81100;21615700
81200;21787900
81300;21619200
81400;21434000
81500;21380100
81600;21975500
81700;21810600
81800;22038000
81900;21820800
82000;22154900
82100;22398100
82200;21429600
82300;23056600
82400;22056100
82500;22150600
82600;21755600
82700;22271800
82800;22848900
82900;21640000
83000;21950700
83100;22042000
83200;22205700
83300;22467300
83400;22566400
83500;22533100
83600;22072800
83700;22144800
83800;21947200
83900;22089400
84000;22493300
84100;22881100
84200;22165700
84300;22937400
84400;22801200
84500;22864400
84600;23336000
84700;23664600
84800;22499100
84900;22107800
85000;22756500
85100;22763500
85200;22814300
85300;22264900
85400;22956300
85500;22961600
85600;22314700
85700;23008700
85800;22187800
85900;23061600
86000;23409600
86100;23733600
86200;22864400
86300;23028400
86400;23414100
86500;23082900
86600;22841500
86700;23572400
86800;22574400
86900;23365600
87000;23354100
87100;23246900
87200;23854500
87300;23513800
87400;23279900
87500;22963900
87600;23401400
87700;23408100
87800;23684500
87900;23274000
88000;23985600
88100;23566000
88200;23973300
88300;23681600
88400;23899600
88500;23367400
88600;23590500
88700;24109700
88800;23867000
88900;24427800
89000;24209000
89100;24241500
89200;23549200
89300;23862300
89400;24435200
89500;23933900
89600;24980900
89700;23618500
89800;24381800
89900;24125100
90000;24092900
90100;24278600
90200;23933600
90300;24421700
90400;24733900
90500;23809400
90600;24357900
90700;24006600
90800;24212600
90900;24456800
91000;24669600
91100;24380400
91200;24289300
91300;24308400
91400;24316700
91500;24840500
91600;24319400
91700;25009400
91800;24858800
91900;24722200
92000;24080600
92100;24837500
92200;24591400
92300;24896900
92400;25511300
92500;24339600
92600;24770000
92700;25107500
92800;24540000
92900;25058600
93000;24540300
93100;25333200
93200;25386900
93300;25002800
93400;24980800
93500;25040800
93600;25559400
93700;25421500
93800;25872900
93900;25091200
94000;25263000
94100;25198700
94200;25763600
94300;25838400
94400;25924600
94500;25301400
94600;25994400
94700;25642000
94800;24965000
94900;24936500
95000;25619100
95100;26035700
95200;25846500
95300;25652000
95400;25754500
95500;25661800
95600;25527400
95700;25957600
95800;25766900
95900;25559900
96000;25166200
96100;25517900
96200;25957600
96300;25567100
96400;25204600
96500;25989600
96600;26392200
96700;26207100
96800;26323300
96900;25921200
97000;25824600
97100;25854300
97200;25670000
97300;26066600
97400;25337700
97500;26447800
97600;26095100
97700;26511100
97800;26142500
97900;26263500
98000;27371300
98100;26834000
98200;26913300
98300;26700100
98400;27012200
98500;26282200
98600;26702700
98700;27199400
98800;26692700
98900;26719300
99000;26283400
99100;26608600
99200;26355800
99300;26367800
99400;27084000
99500;26948100
99600;26980100
99700;26878600
99800;26934200
99900;26740700
100000;27201600
