Size;Time
68500;21827800
68600;21220600
68700;21230100
68800;21208300
68900;21479200
69000;21834600
69100;21363700
69200;21482700
69300;21808800
69400;21929900
69500;21589200
69600;22471200
69700;22335400
69800;22694000
69900;22041000
70000;22838900
70100;22833900
70200;23604100
70300;22265700
70400;22892700
70500;22790500
70600;21908500
70700;24142700
70800;22323400
70900;23136500
71000;22596900
71100;22034300
71200;22318100
71300;22637300
71400;22535000
71500;22958300
71600;22924700
71700;23376100
71800;23209500
71900;23247400
72000;22927600
72100;22621300
72200;23237900
72300;23107200
72400;23378600
72500;23727900
72600;23076600
72700;22848500
72800;23726400
72900;23813400
73000;23262300
73100;23458200
73200;23770900
73300;23786700
73400;23354300
73500;23273500
73600;23579300
73700;23364700
73800;23550900
73900;23874700
74000;23109100
74100;23479900
74200;23832700
74300;23980800
74400;23333900
74500;23746300
74600;23150900
74700;23386600
74800;23711500
74900;23638900
75000;24525600
75100;23812600
75200;23878900
75300;24697400
75400;23720100
75500;24248200
75600;25012500
75700;23450600
75800;24144900
75900;24120700
76000;25069200
76100;24373100
76200;24465100
76300;24809100
76400;24634600
76500;24665400
76600;24089100
76700;24036600
76800;25145000
76900;24799500
77000;24621600
77100;24372900
77200;25423000
77300;25029900
77400;24963600
77500;25214400
77600;24896500
77700;24861500
77800;24943300
77900;24333000
78000;24578800
78100;24712200
78200;24788300
78300;24496900
78400;25368700
78500;25329000
78600;25045300
78700;25374700
78800;25412600
78900;25906800
79000;25922400
79100;26283500
79200;24952900
79300;25647400
79400;24742300
79500;25349500
79600;25630900
79700;25622800
79800;26553000
79900;25591600
80000;26148900
80100;25457300
80200;25561700
80300;25850300
80400;25185400
80500;25885800
80600;25840700
80700;25745200
80800;27036000
80900;26610200
81000;26537400
81100;26443500
81200;25773700
81300;25808000
81400;26713300
81500;26174100
81600;26581700
81700;26220900
81800;26762600
81900;27023100
82000;27458800
82100;26345300
82200;26929900
82300;27135500
82400;29354300
82500;29226600
82600;28584900
