Size;Time
61800;16825200
61900;16863800
62000;16913300
62100;16580300
62200;16958500
62300;16751700
62400;16562100
62500;16440500
62600;16448000
62700;16598400
62800;16381500
62900;17207300
63000;16888800
63100;16805500
63200;16635900
63300;16861700
63400;16916900
63500;16779600
63600;16823800
63700;17390200
63800;16779500
63900;17387800
64000;16789500
64100;17100200
64200;16914000
64300;17093700
64400;17301100
64500;17228600
64600;19048200
64700;18025000
64800;17927700
64900;17510100
65000;17773700
65100;17732800
65200;17528400
65300;17445800
65400;17548600
65500;17601500
65600;18444600
65700;17768700
65800;17168400
65900;20315800
66000;17398000
66100;17339700
66200;17793400
66300;18188300
66400;17759500
66500;17978500
66600;18030100
66700;18776000
66800;18231300
66900;18108200
67000;17466400
67100;17490800
67200;18009400
67300;17614000
67400;18073300
67500;17712900
67600;18172900
67700;19120600
67800;18106600
67900;18143100
68000;19254700
68100;18832200
68200;19559600
68300;19511800
68400;18856700
68500;18857600
68600;17981400
68700;19087500
68800;18709000
68900;18383200
69000;18305900
69100;18679600
69200;18617100
69300;18451200
69400;18961300
69500;18725400
69600;18863000
69700;18726600
69800;19225900
69900;18807500
70000;19050500
70100;18807000
70200;18423700
70300;18858600
70400;19247400
70500;18661400
70600;19077100
70700;18997000
70800;18841500
70900;19665500
71000;19412500
71100;19040300
71200;19470900
71300;18998100
71400;19452200
71500;19133100
71600;19987100
71700;19367100
71800;20092800
71900;19801200
72000;19137900
72100;19521300
72200;19566600
72300;19400900
72400;19677100
72500;19768600
72600;20195600
72700;19378800
72800;19272700
72900;19872600
73000;19592600
73100;19414600
73200;19639600
73300;19956700
73400;20176100
73500;19714800
73600;19783500
73700;19640200
73800;19402900
73900;20359700
74000;19586800
74100;21087700
74200;19570400
74300;20143400
74400;20455300
74500;20121700
74600;19964600
74700;20434400
74800;19692900
74900;20822900
75000;20743200
75100;20509600
75200;20174500
75300;20897400
75400;21107300
75500;20574000
75600;20128100
75700;20417200
75800;20854700
75900;20808400
76000;20320500
76100;20495600
76200;20436000
76300;21014000
76400;20917300
76500;20266300
76600;20403700
76700;20311600
76800;20568700
76900;20427000
77000;20464300
77100;20949200
77200;20931100
77300;21482700
77400;21150000
77500;21034600
77600;21281800
77700;21217200
77800;23350300
77900;22102800
78000;21576100
78100;22497000
78200;22447400
78300;22329900
78400;22304200
78500;21984100
78600;22456300
78700;21387500
78800;21144500
78900;21410800
79000;21262500
79100;21185900
79200;21796600
79300;21502300
79400;21363100
79500;20837500
79600;22069400
79700;21902900
79800;21650500
79900;21615800
80000;21814500
80100;21744200
80200;22001900
80300;21590000
80400;21797800
80500;21541600
80600;21919000
80700;21673300
80800;22125800
80900;21733100
81000;21890300
81100;22618300
81200;22228400
81300;22146100
81400;21959100
81500;22396900
81600;21947500
81700;22129700
81800;21909800
81900;22193500
82000;22780000
82100;22436400
82200;23004100
82300;21898100
82400;22636000
82500;22454200
82600;22623600
82700;22214000
82800;22047100
82900;22554700
83000;22824400
83100;22311000
83200;22183400
83300;22037900
83400;22674000
83500;22329300
83600;23070300
83700;22499900
83800;23281200
83900;22957300
84000;22414700
84100;22878900
84200;23191900
84300;23187100
84400;22552800
84500;22826200
84600;22458400
84700;23349700
84800;22794400
84900;22660700
85000;23187600
85100;23617000
85200;22712000
85300;22858300
85400;23369200
85500;23154000
85600;22644500
85700;22951300
85800;22857200
85900;23258700
86000;22791700
86100;23937300
86200;23068800
86300;23280800
86400;23680300
86500;23323800
86600;23346200
86700;23905600
86800;22901700
86900;23518400
87000;23243400
87100;23542000
87200;23850000
87300;23597800
87400;23956800
87500;24002200
87600;24690700
87700;24342600
87800;23703900
87900;23236300
88000;23960200
88100;23503200
88200;23528400
88300;24487200
88400;24374200
88500;24169000
88600;23946500
88700;24607700
88800;23982900
88900;24352600
89000;24055100
89100;24391900
89200;23926600
89300;24390600
89400;25020000
89500;23896600
89600;24135800
89700;24648800
89800;24328400
89900;24353100
90000;25141600
90100;24275800
90200;25644900
90300;24592800
90400;24166800
90500;24764400
90600;24576300
90700;24195500
90800;24680800
90900;25121700
91000;25019000
91100;24913500
91200;24893000
91300;25262300
91400;24865200
91500;25216500
91600;25317400
91700;24958800
91800;24467100
91900;25407000
92000;24730200
92100;24863400
92200;24696600
92300;25089800
92400;25273400
92500;25522600
92600;25294900
92700;25243000
92800;25592600
92900;24811100
93000;25253300
93100;24864600
93200;25129400
93300;25894500
93400;25290000
93500;25802400
93600;25674600
93700;25452300
93800;25891600
93900;25855200
94000;25073500
94100;25363600
94200;26433900
94300;26183800
94400;25988800
94500;25598200
94600;25834800
94700;26295700
94800;26142900
94900;25777900
95000;25782200
95100;26164800
95200;25827200
95300;26421800
95400;26382700
95500;26107700
95600;25820200
95700;26358200
95800;26537400
95900;26013500
96000;26290100
96100;26786100
96200;25706900
96300;26047600
96400;25854400
96500;26170900
96600;27448100
96700;26213700
96800;26152100
96900;26093000
97000;26758400
