Size;Time
71200;18740400
71300;19145000
71400;18719400
71500;19131600
71600;18829700
71700;19008600
71800;19217800
71900;19258600
72000;19514400
72100;19750900
72200;19869400
72300;19134500
72400;18810400
72500;19333300
72600;19636700
72700;19419100
72800;19101000
72900;19060300
73000;19935400
73100;19390000
73200;19090600
73300;19686700
73400;19908500
73500;19540400
73600;19496900
73700;19632700
73800;20602300
73900;20031700
74000;19091500
74100;19348300
74200;20239900
74300;19622300
74400;19970400
74500;19667100
74600;19885500
74700;20324500
74800;19778700
74900;20175900
75000;19306900
75100;20215600
75200;20355100
75300;19909400
75400;20581800
75500;20675700
75600;19902500
75700;19886700
75800;19925800
75900;20221600
76000;20058800
76100;20139400
76200;20659100
76300;20402200
76400;20797400
76500;20986200
76600;20397000
76700;20104900
76800;21082300
76900;20570400
77000;20885200
77100;20121400
77200;20401900
77300;21123300
77400;20740000
77500;20176300
77600;20917800
77700;20535300
77800;20960100
77900;20410800
78000;20754200
78100;21080900
78200;21443800
78300;21774800
78400;21318200
78500;21666900
78600;20905200
78700;21437000
78800;20771000
78900;21458200
79000;21508800
79100;21329500
79200;21406100
79300;20990900
79400;21430600
79500;21020300
79600;22161900
79700;21527400
79800;21822800
79900;21188900
80000;21202100
80100;21524300
80200;21735900
80300;21490900
80400;21771900
80500;21748400
80600;21221400
80700;22052200
80800;21750700
80900;22477000
81000;21973600
81100;21592300
81200;21996100
81300;21775100
81400;22564200
81500;21834100
81600;21585300
81700;21980400
81800;22271500
81900;22984200
82000;21783700
82100;22282000
82200;22506700
82300;21849900
82400;22922400
82500;22953800
82600;21879000
82700;22616400
82800;21984600
82900;22234400
83000;22282400
83100;22391700
83200;22690200
83300;22979400
83400;22694400
83500;22647600
83600;23271400
83700;22725200
83800;22284900
83900;22439900
84000;22417100
84100;22773500
84200;22953500
84300;22510900
84400;22494600
84500;22705200
84600;22461400
84700;23053400
84800;23857700
84900;22975100
85000;23726300
85100;23662700
85200;23212400
85300;23058700
85400;22660700
85500;23307700
85600;23353200
85700;22699000
85800;23064200
85900;22644600
86000;23439500
86100;23077200
86200;23422000
86300;23124500
86400;24088100
86500;23089100
86600;23552400
86700;23330900
86800;23394200
86900;23612700
87000;23733800
87100;24625600
87200;23188600
87300;23717100
87400;24069900
87500;24215100
87600;23534200
87700;24037900
87800;24262100
87900;24061900
88000;23972100
88100;23856000
88200;23646500
88300;23753100
88400;23906200
88500;24031500
88600;23457000
88700;24169800
88800;23896700
88900;24108100
89000;24384400
89100;24468300
89200;23852900
89300;24158000
89400;23975900
89500;23880000
89600;24675000
89700;24076100
89800;24510900
89900;24010400
90000;24011800
90100;24573000
90200;24469600
90300;24203000
90400;24759400
90500;24253300
90600;25002900
90700;24714100
90800;25217600
90900;24883600
91000;24536700
91100;24708600
91200;25120700
91300;24387400
91400;25070800
91500;25414900
91600;24913300
91700;24708500
91800;24417900
91900;24717200
92000;24697800
92100;25022200
92200;24980700
92300;25080100
92400;25875200
92500;25217300
92600;25349700
92700;24726000
92800;25026400
92900;25204200
93000;25168700
93100;25165300
93200;25121200
93300;25393200
93400;25774400
93500;25388400
93600;26443300
93700;25171700
93800;25362500
93900;25772500
94000;25518900
94100;26820200
94200;26138300
94300;25456200
94400;25980600
94500;25560500
94600;26191300
94700;25991100
94800;25278900
94900;26006900
95000;25654600
95100;26228800
95200;25707100
95300;26409700
95400;26182500
95500;26966200
95600;26325800
95700;26361400
95800;26091600
95900;25637100
96000;26125400
96100;26138800
96200;26310400
96300;26084300
96400;26492700
96500;26114600
96600;26558200
96700;26790600
96800;26521100
96900;26339300
97000;26811000
97100;26231200
97200;25634700
97300;27088100
97400;27051800
97500;26343500
97600;27139000
97700;27140300
97800;27306000
97900;26959100
98000;26949300
98100;26591900
98200;26927400
98300;27291100
98400;27165100
98500;26258800
98600;26940700
98700;26195100
98800;26832600
98900;27481200
99000;26999300
99100;27447300
99200;26359400
99300;27498100
99400;26521400
99500;26926300
99600;28009800
99700;27226100
99800;28137600
99900;27406800
100000;27318600
